0,0,0.6726050605236205
0,1,0.7828410173547995
0,2,0.8082959752456518
0,3,0.8346717764475262
0,4,0.8332391076030444
0,5,0.8309752561556215
0,6,0.840324775835791
0,7,0.8495501628244991
0,8,0.843273831367552
0,9,0.8513190025090428
0,10,0.8582843410405875
0,11,0.8232684773949955
0,12,0.8514893628846084
0,13,0.8541640682578377
0,14,0.8494042363336276
0,15,0.8592501258299358
0,16,0.8687837171259515
0,17,0.8452849228212727
0,18,0.855236656636382
0,19,0.8474427853525262
0,20,0.8557255575647884
0,21,0.8542908628442338
0,22,0.8727103864129022
0,23,0.857510657149882
0,0,-0.006771328062544324
0,1,0.012587066120722468
