0,0,0.7277355654670985
0,1,0.8039390549133268
0,2,0.8121364624405869
0,0,0.8084684979214981
0,1,0.7893508110702896
0,2,0.7930762502087608
0,3,0.8331797947397533
0,4,0.8188654904784727
0,5,0.8309539788788638
0,6,0.8260488854906811
0,7,0.8457959138636293
0,8,0.8435043379839096
0,9,0.8300980450946097
0,10,0.8327995113110934
0,11,0.8370313084533068
0,12,0.852836183363614
0,13,0.8412122820900276
0,14,0.8483280648009212
0,15,0.8325606990875329
0,16,0.8245051413771902
0,17,0.8456015111690411
0,18,0.8294167724111345
